image,writer
BRN3C2AF4AEB56C_0000000014_13_1.tif,399
BRN3C2AF4AEB56C_0000000014_13_2.tif,399
BRN3C2AF4AEB56C_0000000014_13_3.tif,399
BRN3C2AF4AEB56C_0000000014_13.tif,399
BRN3C2AF4AEB56C_0000000014_14_1.tif,399
BRN3C2AF4AEB56C_0000000014_14_2.tif,399
BRN3C2AF4AEB56C_0000000014_14_3.tif,399
BRN3C2AF4AEB56C_0000000014_14.tif,399
BRN3C2AF4AEB56C_0000000014_2_1.tif,399
BRN3C2AF4AEB56C_0000000014_2_2.tif,399
BRN3C2AF4AEB56C_0000000014_2_3.tif,399
BRN3C2AF4AEB56C_0000000014_2.tif,399
BRN3C2AF4AEB56C_0000000014_3_1.tif,399
BRN3C2AF4AEB56C_0000000014_3_2.tif,399
BRN3C2AF4AEB56C_0000000014_3_3.tif,399
BRN3C2AF4AEB56C_0000000014_3.tif,399
BRN3C2AF4AEB56C_0000000014_4_1.tif,399
BRN3C2AF4AEB56C_0000000014_4_2.tif,399
BRN3C2AF4AEB56C_0000000014_4_3.tif,399
BRN3C2AF4AEB56C_0000000014_4.tif,399
BRN3C2AF4AEB56C_0000000014_5_1.tif,399
BRN3C2AF4AEB56C_0000000014_5_2.tif,399
BRN3C2AF4AEB56C_0000000014_5_3.tif,399
BRN3C2AF4AEB56C_0000000014_5.tif,399
BRN3C2AF4AEB56C_0000000014_6_1.tif,399
BRN3C2AF4AEB56C_0000000014_6_2.tif,399
BRN3C2AF4AEB56C_0000000014_6_3.tif,399
BRN3C2AF4AEB56C_0000000014_6.tif,399
BRN3C2AF4AEB56C_0000000014_7_1.tif,399
BRN3C2AF4AEB56C_0000000014_7_2.tif,399
BRN3C2AF4AEB56C_0000000014_7_3.tif,399
BRN3C2AF4AEB56C_0000000014_7.tif,399
BRN3C2AF4AEB56C_0000000014_8_1.tif,399
BRN3C2AF4AEB56C_0000000014_8_2.tif,399
BRN3C2AF4AEB56C_0000000014_8_3.tif,399
BRN3C2AF4AEB56C_0000000014_8.tif,399
BRN3C2AF4AEB56C_0000000014_9_1.tif,399
BRN3C2AF4AEB56C_0000000014_9_2.tif,399
BRN3C2AF4AEB56C_0000000014_9_3.tif,399
BRN3C2AF4AEB56C_0000000014_9.tif,399
BRN3C2AF4AEB56C_0000000015_0_1.tif,399
BRN3C2AF4AEB56C_0000000015_0_2.tif,399
BRN3C2AF4AEB56C_0000000015_0_3.tif,399
BRN3C2AF4AEB56C_0000000015_0.tif,399
BRN3C2AF4AEB56C_0000000015_1_1.tif,399
BRN3C2AF4AEB56C_0000000015_1_2.tif,399
BRN3C2AF4AEB56C_0000000015_1_3.tif,399
BRN3C2AF4AEB56C_0000000015_1.tif,399
BRN3C2AF4AEB56C_0000000015_10_1.tif,399
BRN3C2AF4AEB56C_0000000015_10_2.tif,399
BRN3C2AF4AEB56C_0000000015_10_3.tif,399
BRN3C2AF4AEB56C_0000000015_10.tif,399
BRN3C2AF4AEB56C_0000000015_11_1.tif,399
BRN3C2AF4AEB56C_0000000015_11_2.tif,399
BRN3C2AF4AEB56C_0000000015_11_3.tif,399
BRN3C2AF4AEB56C_0000000015_11.tif,399
BRN3C2AF4AEB56C_0000000015_12_1.tif,399
BRN3C2AF4AEB56C_0000000015_12_2.tif,399
BRN3C2AF4AEB56C_0000000015_12_3.tif,399
BRN3C2AF4AEB56C_0000000015_12.tif,399
BRN3C2AF4AEB56C_0000000015_13_1.tif,399
BRN3C2AF4AEB56C_0000000015_13_2.tif,399
BRN3C2AF4AEB56C_0000000015_13_3.tif,399
BRN3C2AF4AEB56C_0000000015_13.tif,399
BRN3C2AF4AEB56C_0000000015_14_1.tif,399
BRN3C2AF4AEB56C_0000000015_14_2.tif,399
BRN3C2AF4AEB56C_0000000015_14_3.tif,399
BRN3C2AF4AEB56C_0000000015_14.tif,399
BRN3C2AF4AEB56C_0000000015_2_1.tif,399
BRN3C2AF4AEB56C_0000000015_2_2.tif,399
BRN3C2AF4AEB56C_0000000015_2_3.tif,399
BRN3C2AF4AEB56C_0000000015_2.tif,399
BRN3C2AF4AEB56C_0000000015_3_1.tif,399
BRN3C2AF4AEB56C_0000000015_3_2.tif,399
BRN3C2AF4AEB56C_0000000015_3_3.tif,399
BRN3C2AF4AEB56C_0000000015_3.tif,399
BRN3C2AF4AEB56C_0000000015_4_1.tif,399
BRN3C2AF4AEB56C_0000000015_4_2.tif,399
BRN3C2AF4AEB56C_0000000015_4_3.tif,399
BRN3C2AF4AEB56C_0000000015_4.tif,399
BRN3C2AF4AEB56C_0000000015_5_1.tif,399
BRN3C2AF4AEB56C_0000000015_5_2.tif,399
BRN3C2AF4AEB56C_0000000015_5_3.tif,399
BRN3C2AF4AEB56C_0000000015_5.tif,399
BRN3C2AF4AEB56C_0000000015_6_1.tif,399
BRN3C2AF4AEB56C_0000000015_6_2.tif,399
BRN3C2AF4AEB56C_0000000015_6_3.tif,399
BRN3C2AF4AEB56C_0000000015_6.tif,399
BRN3C2AF4AEB56C_0000000015_7_1.tif,399
BRN3C2AF4AEB56C_0000000015_7_2.tif,399
BRN3C2AF4AEB56C_0000000015_7_3.tif,399
BRN3C2AF4AEB56C_0000000015_7.tif,399
BRN3C2AF4AEB56C_0000000015_8_1.tif,399
BRN3C2AF4AEB56C_0000000015_8_2.tif,399
BRN3C2AF4AEB56C_0000000015_8_3.tif,399
BRN3C2AF4AEB56C_0000000015_8.tif,399
BRN3C2AF4AEB56C_0000000015_9_1.tif,399
BRN3C2AF4AEB56C_0000000015_9_2.tif,399
BRN3C2AF4AEB56C_0000000015_9_3.tif,399
BRN3C2AF4AEB56C_0000000015_9.tif,399
BRN3C2AF4AEB56C_0000000016_0_1.tif,0
BRN3C2AF4AEB56C_0000000016_0_2.tif,0
BRN3C2AF4AEB56C_0000000016_0_3.tif,0
BRN3C2AF4AEB56C_0000000016_0.tif,0
BRN3C2AF4AEB56C_0000000016_1_1.tif,0
BRN3C2AF4AEB56C_0000000016_1_2.tif,0
BRN3C2AF4AEB56C_0000000016_1_3.tif,0
BRN3C2AF4AEB56C_0000000016_1.tif,0
BRN3C2AF4AEB56C_0000000016_10_1.tif,0
BRN3C2AF4AEB56C_0000000016_10_2.tif,0
BRN3C2AF4AEB56C_0000000016_10_3.tif,0
BRN3C2AF4AEB56C_0000000016_10.tif,0
BRN3C2AF4AEB56C_0000000016_11_1.tif,0
BRN3C2AF4AEB56C_0000000016_11_2.tif,0
BRN3C2AF4AEB56C_0000000016_11_3.tif,0
BRN3C2AF4AEB56C_0000000016_11.tif,0
BRN3C2AF4AEB56C_0000000016_12_1.tif,0
BRN3C2AF4AEB56C_0000000016_12_2.tif,0
BRN3C2AF4AEB56C_0000000016_12_3.tif,0
BRN3C2AF4AEB56C_0000000016_12.tif,0
BRN3C2AF4AEB56C_0000000016_13_1.tif,0
BRN3C2AF4AEB56C_0000000016_13_2.tif,0
BRN3C2AF4AEB56C_0000000016_13_3.tif,0
BRN3C2AF4AEB56C_0000000016_13.tif,0
BRN3C2AF4AEB56C_0000000016_14_1.tif,0
BRN3C2AF4AEB56C_0000000016_14_2.tif,0
BRN3C2AF4AEB56C_0000000016_14_3.tif,0
BRN3C2AF4AEB56C_0000000016_14.tif,0
BRN3C2AF4AEB56C_0000000016_2_1.tif,0
BRN3C2AF4AEB56C_0000000016_2_2.tif,0
BRN3C2AF4AEB56C_0000000016_2_3.tif,0
BRN3C2AF4AEB56C_0000000016_2.tif,0
BRN3C2AF4AEB56C_0000000016_3_1.tif,0
BRN3C2AF4AEB56C_0000000016_3_2.tif,0
BRN3C2AF4AEB56C_0000000016_3_3.tif,0
BRN3C2AF4AEB56C_0000000016_3.tif,0
BRN3C2AF4AEB56C_0000000016_4_1.tif,0
BRN3C2AF4AEB56C_0000000016_4_2.tif,0
BRN3C2AF4AEB56C_0000000016_4_3.tif,0
BRN3C2AF4AEB56C_0000000016_4.tif,0
BRN3C2AF4AEB56C_0000000016_5_1.tif,0
BRN3C2AF4AEB56C_0000000016_5_2.tif,0
BRN3C2AF4AEB56C_0000000016_5_3.tif,0
BRN3C2AF4AEB56C_0000000016_5.tif,0
BRN3C2AF4AEB56C_0000000016_6_1.tif,0
BRN3C2AF4AEB56C_0000000016_6_2.tif,0
BRN3C2AF4AEB56C_0000000016_6_3.tif,0
BRN3C2AF4AEB56C_0000000016_6.tif,0
BRN3C2AF4AEB56C_0000000016_7_1.tif,0
BRN3C2AF4AEB56C_0000000016_7_2.tif,0
BRN3C2AF4AEB56C_0000000016_7_3.tif,0
BRN3C2AF4AEB56C_0000000016_7.tif,0
BRN3C2AF4AEB56C_0000000016_8_1.tif,0
BRN3C2AF4AEB56C_0000000016_8_2.tif,0
BRN3C2AF4AEB56C_0000000016_8_3.tif,0
BRN3C2AF4AEB56C_0000000016_8.tif,0
BRN3C2AF4AEB56C_0000000016_9_1.tif,0
BRN3C2AF4AEB56C_0000000016_9_2.tif,0
BRN3C2AF4AEB56C_0000000016_9_3.tif,0
BRN3C2AF4AEB56C_0000000016_9.tif,0
BRN3C2AF4AEB56C_0000000017_0_1.tif,0
BRN3C2AF4AEB56C_0000000017_0_2.tif,0
BRN3C2AF4AEB56C_0000000017_0_3.tif,0
BRN3C2AF4AEB56C_0000000017_0.tif,0
BRN3C2AF4AEB56C_0000000017_1_1.tif,0
BRN3C2AF4AEB56C_0000000017_1_2.tif,0
BRN3C2AF4AEB56C_0000000017_1_3.tif,0
BRN3C2AF4AEB56C_0000000017_1.tif,0
BRN3C2AF4AEB56C_0000000017_10_1.tif,0
BRN3C2AF4AEB56C_0000000017_10_2.tif,0
BRN3C2AF4AEB56C_0000000017_10_3.tif,0
BRN3C2AF4AEB56C_0000000017_10.tif,0
BRN3C2AF4AEB56C_0000000017_11_1.tif,0
BRN3C2AF4AEB56C_0000000017_11_2.tif,0
BRN3C2AF4AEB56C_0000000017_11_3.tif,0
BRN3C2AF4AEB56C_0000000017_11.tif,0
BRN3C2AF4AEB56C_0000000017_12_1.tif,0
BRN3C2AF4AEB56C_0000000017_12_2.tif,0
BRN3C2AF4AEB56C_0000000017_12_3.tif,0
BRN3C2AF4AEB56C_0000000017_12.tif,0
BRN3C2AF4AEB56C_0000000017_13_1.tif,0
BRN3C2AF4AEB56C_0000000017_13_2.tif,0
BRN3C2AF4AEB56C_0000000017_13_3.tif,0
BRN3C2AF4AEB56C_0000000017_13.tif,0
BRN3C2AF4AEB56C_0000000017_14_1.tif,0
BRN3C2AF4AEB56C_0000000017_14_2.tif,0
BRN3C2AF4AEB56C_0000000017_14_3.tif,0
BRN3C2AF4AEB56C_0000000017_14.tif,0
BRN3C2AF4AEB56C_0000000017_2_1.tif,0
BRN3C2AF4AEB56C_0000000017_2_2.tif,0
BRN3C2AF4AEB56C_0000000017_2_3.tif,0
BRN3C2AF4AEB56C_0000000017_2.tif,0
BRN3C2AF4AEB56C_0000000017_3_1.tif,0
BRN3C2AF4AEB56C_0000000017_3_2.tif,0
BRN3C2AF4AEB56C_0000000017_3_3.tif,0
BRN3C2AF4AEB56C_0000000017_3.tif,0
BRN3C2AF4AEB56C_0000000017_4_1.tif,0
BRN3C2AF4AEB56C_0000000017_4_2.tif,0
BRN3C2AF4AEB56C_0000000017_4_3.tif,0
BRN3C2AF4AEB56C_0000000017_4.tif,0
BRN3C2AF4AEB56C_0000000017_5_1.tif,0
BRN3C2AF4AEB56C_0000000017_5_2.tif,0
BRN3C2AF4AEB56C_0000000017_5_3.tif,0
BRN3C2AF4AEB56C_0000000017_5.tif,0
BRN3C2AF4AEB56C_0000000017_6_1.tif,0
BRN3C2AF4AEB56C_0000000017_6_2.tif,0
BRN3C2AF4AEB56C_0000000017_6_3.tif,0
BRN3C2AF4AEB56C_0000000017_6.tif,0
BRN3C2AF4AEB56C_0000000017_7_1.tif,0
BRN3C2AF4AEB56C_0000000017_7_2.tif,0
BRN3C2AF4AEB56C_0000000017_7_3.tif,0
BRN3C2AF4AEB56C_0000000017_7.tif,0
BRN3C2AF4AEB56C_0000000017_8_1.tif,0
BRN3C2AF4AEB56C_0000000017_8_2.tif,0
BRN3C2AF4AEB56C_0000000017_8_3.tif,0
BRN3C2AF4AEB56C_0000000017_8.tif,0
BRN3C2AF4AEB56C_0000000017_9_1.tif,0
BRN3C2AF4AEB56C_0000000017_9_2.tif,0
BRN3C2AF4AEB56C_0000000017_9_3.tif,0
BRN3C2AF4AEB56C_0000000017_9.tif,0
BRN3C2AF4AEB56C_0000000018_0_1.tif,0
BRN3C2AF4AEB56C_0000000018_0_2.tif,0
BRN3C2AF4AEB56C_0000000018_0_3.tif,0
BRN3C2AF4AEB56C_0000000018_0.tif,0
BRN3C2AF4AEB56C_0000000018_1_1.tif,0
BRN3C2AF4AEB56C_0000000018_1_2.tif,0
BRN3C2AF4AEB56C_0000000018_1_3.tif,0
BRN3C2AF4AEB56C_0000000018_1.tif,0
BRN3C2AF4AEB56C_0000000018_10_1.tif,0
BRN3C2AF4AEB56C_0000000018_10_2.tif,0
BRN3C2AF4AEB56C_0000000018_10_3.tif,0
BRN3C2AF4AEB56C_0000000018_10.tif,0
BRN3C2AF4AEB56C_0000000018_11_1.tif,0
BRN3C2AF4AEB56C_0000000018_11_2.tif,0
BRN3C2AF4AEB56C_0000000018_11_3.tif,0
BRN3C2AF4AEB56C_0000000018_11.tif,0
BRN3C2AF4AEB56C_0000000018_12_1.tif,0
BRN3C2AF4AEB56C_0000000018_12_2.tif,0
BRN3C2AF4AEB56C_0000000018_12_3.tif,0
BRN3C2AF4AEB56C_0000000018_12.tif,0
BRN3C2AF4AEB56C_0000000018_13_1.tif,0
BRN3C2AF4AEB56C_0000000018_13_2.tif,0
BRN3C2AF4AEB56C_0000000018_13_3.tif,0
BRN3C2AF4AEB56C_0000000018_13.tif,0
BRN3C2AF4AEB56C_0000000018_14_1.tif,0
BRN3C2AF4AEB56C_0000000018_14_2.tif,0
BRN3C2AF4AEB56C_0000000018_14_3.tif,0
BRN3C2AF4AEB56C_0000000018_14.tif,0
BRN3C2AF4AEB56C_0000000018_2_1.tif,0
BRN3C2AF4AEB56C_0000000018_2_2.tif,0
BRN3C2AF4AEB56C_0000000018_2_3.tif,0
BRN3C2AF4AEB56C_0000000018_2.tif,0
BRN3C2AF4AEB56C_0000000018_3_1.tif,0
BRN3C2AF4AEB56C_0000000018_3_2.tif,0
BRN3C2AF4AEB56C_0000000018_3_3.tif,0
BRN3C2AF4AEB56C_0000000018_3.tif,0
BRN3C2AF4AEB56C_0000000018_4_1.tif,0
BRN3C2AF4AEB56C_0000000018_4_2.tif,0
BRN3C2AF4AEB56C_0000000018_4_3.tif,0
BRN3C2AF4AEB56C_0000000018_4.tif,0
BRN3C2AF4AEB56C_0000000018_5_1.tif,0
BRN3C2AF4AEB56C_0000000018_5_2.tif,0
BRN3C2AF4AEB56C_0000000018_5_3.tif,0
BRN3C2AF4AEB56C_0000000018_5.tif,0
BRN3C2AF4AEB56C_0000000018_6_1.tif,0
BRN3C2AF4AEB56C_0000000018_6_2.tif,0
BRN3C2AF4AEB56C_0000000018_6_3.tif,0
BRN3C2AF4AEB56C_0000000018_6.tif,0
BRN3C2AF4AEB56C_0000000018_7_1.tif,0
BRN3C2AF4AEB56C_0000000018_7_2.tif,0
BRN3C2AF4AEB56C_0000000018_7_3.tif,0
BRN3C2AF4AEB56C_0000000018_7.tif,0
BRN3C2AF4AEB56C_0000000018_8_1.tif,0
BRN3C2AF4AEB56C_0000000018_8_2.tif,0
BRN3C2AF4AEB56C_0000000018_8_3.tif,0
BRN3C2AF4AEB56C_0000000018_8.tif,0
BRN3C2AF4AEB56C_0000000018_9_1.tif,0
BRN3C2AF4AEB56C_0000000018_9_2.tif,0
BRN3C2AF4AEB56C_0000000018_9_3.tif,0
BRN3C2AF4AEB56C_0000000018_9.tif,0
BRN3C2AF4AEB56C_0000000019_0_1.tif,0
BRN3C2AF4AEB56C_0000000019_0_2.tif,0
BRN3C2AF4AEB56C_0000000019_0_3.tif,0
BRN3C2AF4AEB56C_0000000019_0.tif,0
BRN3C2AF4AEB56C_0000000019_1_1.tif,0
BRN3C2AF4AEB56C_0000000019_1_2.tif,0
BRN3C2AF4AEB56C_0000000019_1_3.tif,0
BRN3C2AF4AEB56C_0000000019_1.tif,0
BRN3C2AF4AEB56C_0000000019_10_1.tif,0
BRN3C2AF4AEB56C_0000000019_10_2.tif,0
BRN3C2AF4AEB56C_0000000019_10_3.tif,0
BRN3C2AF4AEB56C_0000000019_10.tif,0
BRN3C2AF4AEB56C_0000000019_11_1.tif,0
BRN3C2AF4AEB56C_0000000019_11_2.tif,0
BRN3C2AF4AEB56C_0000000019_11_3.tif,0
BRN3C2AF4AEB56C_0000000019_11.tif,0
BRN3C2AF4AEB56C_0000000019_12_1.tif,0
BRN3C2AF4AEB56C_0000000019_12_2.tif,0
BRN3C2AF4AEB56C_0000000019_12_3.tif,0
BRN3C2AF4AEB56C_0000000019_12.tif,0
BRN3C2AF4AEB56C_0000000019_13_1.tif,0
BRN3C2AF4AEB56C_0000000019_13_2.tif,0
BRN3C2AF4AEB56C_0000000019_13_3.tif,0
BRN3C2AF4AEB56C_0000000019_13.tif,0
BRN3C2AF4AEB56C_0000000019_14_1.tif,0
BRN3C2AF4AEB56C_0000000019_14_2.tif,0
BRN3C2AF4AEB56C_0000000019_14_3.tif,0
BRN3C2AF4AEB56C_0000000019_14.tif,0
BRN3C2AF4AEB56C_0000000019_2_1.tif,0
BRN3C2AF4AEB56C_0000000019_2_2.tif,0
BRN3C2AF4AEB56C_0000000019_2_3.tif,0
BRN3C2AF4AEB56C_0000000019_2.tif,0
BRN3C2AF4AEB56C_0000000019_3_1.tif,0
BRN3C2AF4AEB56C_0000000019_3_2.tif,0
BRN3C2AF4AEB56C_0000000019_3_3.tif,0
BRN3C2AF4AEB56C_0000000019_3.tif,0
BRN3C2AF4AEB56C_0000000019_4_1.tif,0
BRN3C2AF4AEB56C_0000000019_4_2.tif,0
BRN3C2AF4AEB56C_0000000019_4_3.tif,0
BRN3C2AF4AEB56C_0000000019_4.tif,0
BRN3C2AF4AEB56C_0000000019_5_1.tif,0
BRN3C2AF4AEB56C_0000000019_5_2.tif,0
BRN3C2AF4AEB56C_0000000019_5_3.tif,0
BRN3C2AF4AEB56C_0000000019_5.tif,0
BRN3C2AF4AEB56C_0000000019_6_1.tif,0
BRN3C2AF4AEB56C_0000000019_6_2.tif,0
BRN3C2AF4AEB56C_0000000019_6_3.tif,0
BRN3C2AF4AEB56C_0000000019_6.tif,0
BRN3C2AF4AEB56C_0000000019_7_1.tif,0
BRN3C2AF4AEB56C_0000000019_7_2.tif,0
BRN3C2AF4AEB56C_0000000019_7_3.tif,0
BRN3C2AF4AEB56C_0000000019_7.tif,0
BRN3C2AF4AEB56C_0000000019_8_1.tif,0
BRN3C2AF4AEB56C_0000000019_8_2.tif,0
BRN3C2AF4AEB56C_0000000019_8_3.tif,0
BRN3C2AF4AEB56C_0000000019_8.tif,0
BRN3C2AF4AEB56C_0000000019_9_1.tif,0
BRN3C2AF4AEB56C_0000000019_9_2.tif,0
BRN3C2AF4AEB56C_0000000019_9_3.tif,0
BRN3C2AF4AEB56C_0000000019_9.tif,0
BRN3C2AF4AEB56C_0000000020_0_1.tif,0
BRN3C2AF4AEB56C_0000000020_0_2.tif,0
BRN3C2AF4AEB56C_0000000020_0_3.tif,0
BRN3C2AF4AEB56C_0000000020_0.tif,0
BRN3C2AF4AEB56C_0000000020_1_1.tif,0
BRN3C2AF4AEB56C_0000000020_1_2.tif,0
BRN3C2AF4AEB56C_0000000020_1_3.tif,0
BRN3C2AF4AEB56C_0000000020_1.tif,0
BRN3C2AF4AEB56C_0000000020_10_1.tif,0
BRN3C2AF4AEB56C_0000000020_10_2.tif,0
BRN3C2AF4AEB56C_0000000020_10_3.tif,0
BRN3C2AF4AEB56C_0000000020_10.tif,0
BRN3C2AF4AEB56C_0000000020_11_1.tif,0
BRN3C2AF4AEB56C_0000000020_11_2.tif,0
BRN3C2AF4AEB56C_0000000020_11_3.tif,0
BRN3C2AF4AEB56C_0000000020_11.tif,0
BRN3C2AF4AEB56C_0000000020_12_1.tif,0
BRN3C2AF4AEB56C_0000000020_12_2.tif,0
BRN3C2AF4AEB56C_0000000020_12_3.tif,0
BRN3C2AF4AEB56C_0000000020_12.tif,0
BRN3C2AF4AEB56C_0000000020_13_1.tif,0
BRN3C2AF4AEB56C_0000000020_13_2.tif,0
BRN3C2AF4AEB56C_0000000020_13_3.tif,0
BRN3C2AF4AEB56C_0000000020_13.tif,0
BRN3C2AF4AEB56C_0000000020_14_1.tif,0
BRN3C2AF4AEB56C_0000000020_14_2.tif,0
BRN3C2AF4AEB56C_0000000020_14_3.tif,0
BRN3C2AF4AEB56C_0000000020_14.tif,0
BRN3C2AF4AEB56C_0000000020_2_1.tif,0
BRN3C2AF4AEB56C_0000000020_2_2.tif,0
BRN3C2AF4AEB56C_0000000020_2_3.tif,0
BRN3C2AF4AEB56C_0000000020_2.tif,0
BRN3C2AF4AEB56C_0000000020_3_1.tif,0
BRN3C2AF4AEB56C_0000000020_3_2.tif,0
BRN3C2AF4AEB56C_0000000020_3_3.tif,0
BRN3C2AF4AEB56C_0000000020_3.tif,0
BRN3C2AF4AEB56C_0000000020_4_1.tif,0
BRN3C2AF4AEB56C_0000000020_4_2.tif,0
BRN3C2AF4AEB56C_0000000020_4_3.tif,0
BRN3C2AF4AEB56C_0000000020_4.tif,0
BRN3C2AF4AEB56C_0000000020_5_1.tif,0
BRN3C2AF4AEB56C_0000000020_5_2.tif,0
BRN3C2AF4AEB56C_0000000020_5_3.tif,0
BRN3C2AF4AEB56C_0000000020_5.tif,0
BRN3C2AF4AEB56C_0000000020_6_1.tif,0
BRN3C2AF4AEB56C_0000000020_6_2.tif,0
BRN3C2AF4AEB56C_0000000020_6_3.tif,0
BRN3C2AF4AEB56C_0000000020_6.tif,0
BRN3C2AF4AEB56C_0000000020_7_1.tif,0
BRN3C2AF4AEB56C_0000000020_7_2.tif,0
BRN3C2AF4AEB56C_0000000020_7_3.tif,0
BRN3C2AF4AEB56C_0000000020_7.tif,0
BRN3C2AF4AEB56C_0000000020_8_1.tif,0
BRN3C2AF4AEB56C_0000000020_8_2.tif,0
BRN3C2AF4AEB56C_0000000020_8_3.tif,0
BRN3C2AF4AEB56C_0000000020_8.tif,0
BRN3C2AF4AEB56C_0000000020_9_1.tif,0
BRN3C2AF4AEB56C_0000000020_9_2.tif,0
BRN3C2AF4AEB56C_0000000020_9_3.tif,0
BRN3C2AF4AEB56C_0000000020_9.tif,0
BRN3C2AF4AEB56C_0000000021_0_1.tif,0
BRN3C2AF4AEB56C_0000000021_0_2.tif,0
BRN3C2AF4AEB56C_0000000021_0_3.tif,0
BRN3C2AF4AEB56C_0000000021_0.tif,0
BRN3C2AF4AEB56C_0000000021_1_1.tif,0
BRN3C2AF4AEB56C_0000000021_1_2.tif,0
BRN3C2AF4AEB56C_0000000021_1_3.tif,0
BRN3C2AF4AEB56C_0000000021_1.tif,0
BRN3C2AF4AEB56C_0000000021_10_1.tif,0
BRN3C2AF4AEB56C_0000000021_10_2.tif,0
